0.24842,1371,2715,2014,3650,571,2751,1033,2774,2825,2639,4224,23,971,2940,780
0.16915,1523,1175,3577,392,3639,3486,1959,1456,1108,1983,2111,2181,3483,1716,1991
0.13787,3280,2358,19,3341,3178,3703,4672,392,2484,2474,108,4089,2913,4593,1296
0.52088,153,1259,1227,429,172,572,4495,2799,4339,1192,2342,2832,1465,2332,3337
0.19152,2320,3385,1047,4033,1274,2165,3033,2541,1895,2301,180,3514,3217,4029,2704
0.19731,1451,2128,1658,2507,1902,3779,1723,4985,3411,632,13,2860,4874,2275,2228
0.078099,3672,3066,3187,116,2910,912,1902,3743,3033,905,1595,342,2697,3899,2149
0.19521,2486,3813,1045,1110,3799,3690,2460,2784,5,4236,4793,4136,4726,3086,938
0.076784,3941,2714,1743,2928,4326,4277,3772,865,1635,4799,4829,1299,2132,3316,2413
0.24622,1435,2883,2594,3040,1324,1619,4967,1772,1044,2508,2474,4986,1410,447,4941
0.026076,4976,4454,1829,4667,490,1702,4482,2355,2827,2989,4055,672,3650,3270,3373
0.11686,2232,1777,394,4316,713,4307,1813,1504,2016,4551,4729,3165,4678,3018,4333
0.72535,14,2585,196,88,1847,2896,1460,2290,1711,3121,3268,624,1179,1808,238
0.033881,4940,4838,1876,1323,2841,3263,4704,4579,3459,2652,4931,3198,3658,1458,931
0.067287,3771,2004,3842,4239,3945,4040,4638,3489,2520,939,4269,3257,4993,4113,1678
0.67388,4,788,3403,3623,3144,56,2990,3545,4461,1015,1482,4739,2346,658,3020
0.15479,1801,1245,4206,3715,2496,1339,3940,761,1774,3418,3754,370,3690,2209,36
0.034678,4334,1646,2864,4602,3544,1640,4555,2294,1086,2706,4392,3741,3173,2622,4956
0.17402,3052,3435,4929,2669,1813,3568,2177,869,3789,3253,1460,2434,4412,823,1832
0.14801,2260,1958,3393,4953,2960,92,340,2249,3241,4588,2149,595,2892,4528,267
0.36859,468,2447,2376,2896,89,2185,1456,2838,1949,694,3422,1198,3073,3877,2156
0.15422,2671,2539,669,147,2126,2191,1084,3677,2014,4760,3108,4490,3875,517,949
0.11406,2587,2287,4431,4424,3828,3525,455,2754,4433,2899,980,3528,58,2408,3578
0.20851,1364,1008,3730,4482,3158,26,91,4495,1722,2749,4928,1403,2977,1534,3467
0.19081,1972,1912,311,1127,3973,2955,1760,1832,814,1953,3402,4517,659,3275,3963
0.32062,887,2162,2143,3945,2544,1453,888,3528,4424,2388,2053,4193,4183,2863,4514
0.087091,3270,2620,3591,4259,893,2726,1791,3514,344,4126,2382,816,2789,4220,2743
0.1324,2156,555,3237,3200,2519,1343,4961,1800,1022,1013,4363,2069,3169,575,2605
0.068686,4817,4858,2738,2003,4247,2329,2341,1556,1731,4869,1299,2202,3002,1937,1553
0.13006,2169,1893,301,3826,193,2324,2822,4920,193,936,2477,2807,662,4645,975
0.31832,1067,2458,1967,755,2795,2813,1918,3825,1279,3078,3481,4045,1736,3257,1668
0.29543,1651,3015,4221,4462,2768,4518,216,927,3199,4696,4035,1915,375,3165,1835
