0.1978,1035,1035,3058,6342,6446,611,4640,2607,9407,6909,7392,3002,7236,4935,4231
0.059274,7371,3151,4533,6947,857,2746,6731,9582,5682,4065,1831,9713,1001,511,9997
0.47671,5129,9909,1435,4511,2472,976,6276,5012,9103,4098,4696,7506,1648,5913,1740
0.46569,1029,5175,1535,3763,9520,7220,7061,91,746,1180,3348,7354,9584,9687,2658
0.19202,3720,4360,8837,6177,6298,7353,8298,7289,8330,5191,7494,5880,4370,8492,765
0.19777,2735,1858,9504,4726,2662,5941,7766,3185,8769,727,9275,2124,3821,1103,2899
0.057472,9656,9337,1342,5611,5821,6389,4898,1018,225,6752,5031,961,4526,5666,8497
0.18293,2593,2369,9664,7504,244,8306,9449,7790,6022,9988,9283,8804,7112,4601,3393
0.061148,8343,5530,266,2272,8947,8584,2739,3914,9556,5963,5372,7461,777,559,4449
0.39832,1370,5029,5066,8505,7976,8837,6687,1022,2544,492,7969,4615,588,5932,4939
0.12942,6487,7565,4351,2635,4194,4888,899,8988,7141,6161,8503,5576,3628,2693,9853
0.085014,7559,3949,8991,379,6168,4741,8221,1462,2616,4100,6912,7140,2675,592,8834
0.17179,5533,5391,3400,9239,4297,9749,6963,2426,1685,1091,7958,489,3873,8761,6115
0.068692,9254,8535,5494,8268,8213,8156,5274,3100,6340,9049,1942,2305,3602,1808,8165
0.032573,9366,4219,2674,3837,5534,3708,8426,9473,9242,7935,48,8217,268,4013,7239
0.061987,8839,8534,2725,2113,8768,4518,6766,8149,5942,3737,7304,7231,7121,5861,1194
0.17127,5854,7604,3260,6892,9405,6476,3502,6661,2395,8574,1598,119,8934,4672,1753
0.060619,8847,6834,9927,4844,6615,2199,8399,2296,1528,5114,3758,9665,2859,3448,188
0.04516,6951,411,3163,6162,3391,6253,1645,7664,4322,4061,6753,6927,4307,6142,4839
0.15744,4949,4145,6583,8543,4652,7557,6993,5369,8038,5058,7633,9809,330,4645,5817
0.16914,6525,9123,3913,8289,9525,2863,6769,9627,5595,9757,272,1524,7558,5566,1490
0.11948,4683,1109,8926,2159,5253,9673,1075,7236,4608,2244,6840,2534,2935,5978,7461
0.11523,3679,1377,3551,473,9629,6698,825,5423,1925,1155,8791,2826,9894,7018,3607
0.45492,446,3943,8205,594,4907,6472,1500,3854,5740,7074,7755,8843,889,8502,5253
0.074701,7984,4110,1886,7354,5503,8560,1588,7844,2328,6167,8949,5049,7064,2552,9728
0.11153,4466,1274,2278,6235,9710,6558,5215,5613,4139,7276,7178,9484,9987,3442,3771
0.38771,1717,6069,1040,2312,7552,4669,3642,3768,7934,4283,4262,6154,9403,8757,4409
0.49971,1780,8856,7405,7620,357,7073,2931,9292,7341,3968,4279,7303,8129,3108,6155
0.13948,5335,4533,6030,3770,7432,5709,2966,7055,2438,9498,2558,6760,8533,6399,2026
0.064846,6724,1459,5674,7597,1832,315,131,4048,6000,1087,9463,74,5098,4821,6251
0.048452,7432,1744,2540,1264,6399,4213,2560,6006,2250,9161,228,9591,2555,803,5118
0.10178,6107,3235,7418,9924,7609,5661,4158,4522,8197,5151,9490,305,4045,9275,1565
0.24076,2350,5300,713,5227,7053,2882,2778,3979,362,9035,4763,4588,7983,3208,8698
0.35385,486,3422,4206,9790,8314,1559,8303,8980,66,165,8013,8175,1665,1624,5895
0.33235,1626,3800,523,3187,8683,1395,1300,3419,245,9822,288,778,5099,2664,3004
0.051694,9689,9325,4120,2193,7587,9911,3761,5272,3214,1869,5728,2188,2883,802,6562
0.094377,6080,4449,6353,1811,6141,2179,8575,3915,6049,4533,4631,1788,4151,890,2845
0.086587,9147,9701,3956,3024,5567,4397,9183,9615,3196,3371,8333,1776,5606,7274,2572
0.10284,7928,9246,6724,1286,8410,8745,2764,9285,6612,929,5816,1537,1491,4576,8042
0.22686,271,35,7929,9601,8252,9644,5505,9818,1915,8534,1615,7417,1133,2647,5755
0.17267,4847,6155,1542,8040,821,2049,7289,9161,467,1314,575,3937,1354,2062,4504
0.21238,2966,5937,2143,5410,6848,9276,5043,8657,626,7151,6017,9756,5552,5038,674
0.13618,7673,7279,2432,897,6546,3937,9874,1919,1203,7961,2379,6540,6619,3404,4786
0.2974,402,1385,7021,5390,6628,5637,3959,1525,3436,7877,1295,9065,3557,8953,4126
0.1913,6236,8293,2944,9031,2130,8103,8133,2119,4420,2081,7736,2507,9230,9893,9894
0.11087,6283,7514,1391,4795,4311,9233,7647,5298,8529,9707,2614,529,5560,7602,2023
0.073674,9224,8836,3236,2508,1764,4250,4782,2957,3968,5986,2002,1945,6844,8217,1014
0.35122,2606,8961,5172,5727,9348,6469,4567,9611,7804,688,6706,2356,5555,6499,5115
