0.11352,4129,3179,6343,2615,4599,9879,9502,2740,7125,1151,5844,5068,8869,3657,7680
0.84483,842,8891,482,7171,3439,466,4068,5172,5891,3414,5732,3926,4137,4486,760
0.25212,1362,4013,3585,5403,68,4586,7172,5266,4056,1275,3836,6930,2457,481,9663
0.0098165,9827,6738,3442,9162,7553,3781,1446,7318,6816,3699,3887,6947,9941,1328,5270
0.21954,3148,3646,2633,7900,6443,5566,4406,4775,4378,2969,8061,9953,5320,4360,6934
0.035238,7997,7261,196,1594,4456,1437,6085,8712,2222,7029,8215,8285,6221,3460,3635
0.096745,2473,1454,4654,5023,6004,7240,5053,7507,1466,3748,5049,2558,1876,1810,6666
0.05396,8547,8610,279,1478,363,2989,5657,749,665,8432,8239,4711,3382,3631,9931
0.10905,3501,5607,5792,1859,7134,9486,6434,4928,3348,8266,5248,5500,5142,8355,8453
0.20888,2662,4647,7335,7925,2324,2941,8489,6407,7018,4910,7278,6296,543,5286,4682
0.086218,4429,3640,3522,1851,5499,9327,8510,2367,827,4485,5911,3833,1694,2833,8429
0.17039,2713,5523,347,187,3062,4920,5449,496,2938,5846,6575,8742,5139,3262,3695
0.43302,262,1428,1661,6814,7019,1082,4995,5247,7149,4638,9520,5238,3780,7997,8735
0.066434,6990,2800,1224,9163,960,4831,6807,8062,5536,4799,5824,4524,7432,1222,5525
0.2057,2976,7663,8832,8095,4540,9375,5178,4451,6951,4970,2399,2873,5083,7581,7343
0.076222,7332,9953,1260,9005,5373,1858,8401,7809,6728,5703,4150,4676,3887,4472,2421
0.10593,5446,6073,2520,8826,6099,3711,1605,9502,9533,1651,1199,825,6160,2128,3050
0.078226,6110,7713,8708,3934,8842,5436,8899,964,6819,3695,6723,7505,4269,3984,98
0.25587,5761,9334,945,3841,5022,290,3199,6082,6140,1464,6357,540,5672,2519,856
0.098845,6614,9665,6868,7010,2875,1799,9910,6426,442,901,9990,1121,9554,3279,2425
0.13317,1697,1763,143,7486,746,4840,2876,6385,1632,9469,2364,8619,5718,3457,3480
0.058156,4558,1453,9460,5661,9758,6147,8828,3080,1604,9398,6752,9304,8166,3297,3312
0.013117,9393,6599,5289,9745,7962,3325,1186,9972,1315,6949,351,7165,550,1326,8356
0.089843,1991,92,5641,3321,9145,1811,8131,6706,9747,1537,4901,7307,1786,800,5713
0.082347,8798,8033,6976,4953,4947,7038,502,874,1925,3849,5133,463,8425,2634,7264
0.04421,7196,6177,4472,8785,5405,9057,3934,2837,3319,5506,1255,8399,7942,6208,3650
0.090598,6056,8802,4842,1933,2806,3547,3471,3615,5667,9892,2833,7763,5797,2289,7321
0.061188,6436,4641,1662,5313,1292,2330,9362,3457,5874,9680,5515,27,4071,8148,8621
0.21926,3566,9484,1096,6866,2168,8601,961,1268,1595,4455,8308,8016,8490,7906,245
0.14498,4065,7562,5195,6562,7662,8390,7399,9092,1129,4622,9406,7707,2499,2533,7618
0.064142,5869,6474,2865,3750,7774,342,6401,3580,3062,4185,2599,9842,2249,191,4403
0.027624,9240,9124,4890,9409,5018,1088,5546,8426,1330,3573,7343,4439,8684,344,2832
0.090839,6829,7889,6456,4493,5991,8648,5902,7439,185,8538,6917,3743,218,2481,9134
0.051308,7035,6146,3764,5152,9446,1363,8977,1197,3451,7353,746,6985,858,1739,312
0.31638,1155,2244,8480,13,2167,9102,9811,9726,2744,8557,3608,2743,5823,4677,3989
0.044424,6734,4162,8128,8083,910,7667,2773,2466,8233,5900,8968,6578,8086,60,4289
0.078918,4178,3350,3127,1024,5195,3664,5309,6304,1070,5423,955,6839,4524,8972,9273
0.080755,3278,3298,2002,1468,5776,8776,8532,9818,434,7849,4825,28,4548,7807,9511
0.095489,844,162,7635,8253,1977,508,1868,5074,118,5806,7934,7441,9971,7834,7531
0.12363,5775,7051,5316,7915,7756,9095,9212,7274,6634,2585,5202,577,449,2084,6433
0.16971,835,4040,5053,3684,20,2635,2930,7672,6510,4363,3440,8102,7221,2524,3443
0.11531,9167,9863,1577,3969,4507,4894,2209,1885,9270,6070,7721,4477,7246,6089,1948
0.1551,8956,9642,8165,5927,7482,8594,9227,5560,3478,6903,5645,2349,7269,2629,587
0.024663,8764,2960,2533,5017,5605,1270,8312,7035,6471,4283,2786,3214,5698,1486,7234
0.068281,5666,415,4444,9797,4860,994,8123,914,2639,7316,7506,2242,4400,5876,7897
0.049241,8101,3478,3437,5813,7176,6320,6409,4659,2283,2718,900,9807,7958,7503,6728
0.044076,4445,4715,9060,2279,9656,1346,268,5064,2458,2384,9602,9062,1103,1313,9600
0.38674,3663,5948,8940,6197,4554,6635,1323,4973,3103,4861,4073,3896,4140,7183,4186
0.1945,5941,8534,3257,4647,9375,1110,7169,9957,8200,400,8211,6579,9493,6998,9000
0.056361,4418,1948,8909,931,8888,8919,9656,8340,1198,6484,9585,3401,5488,1776,9101
0.075343,9931,9916,7765,9644,423,586,622,2547,1329,8611,1095,1923,9958,5172,8255
0.19593,1250,1200,1261,6937,8197,3753,7413,9198,6984,2771,7686,4401,3105,8750,5823
0.61256,332,1246,4523,4619,4884,6339,8105,2763,2476,6618,1983,5176,9927,1369,5763
0.083107,6462,5790,2899,8257,5658,2594,711,7222,3895,4758,8039,2064,7756,8783,9711
0.089459,6850,9707,5305,772,5490,8200,9058,6508,6413,8927,6078,6168,8895,6647,9946
0.1878,8695,9802,3317,6758,315,7584,4602,9452,9698,9051,7820,1664,8661,3348,9325
0.037695,7246,5366,8453,4511,8231,9167,9059,2373,5863,2686,3598,429,2867,7333,8555
0.022864,8854,4331,4364,3656,9386,7602,8942,4725,5821,4322,2133,9637,4148,350,8573
0.46577,1076,6111,967,675,1235,8824,1677,9102,3906,5134,779,3930,7402,2896,2515
0.072073,7327,6171,5935,9438,6248,7518,7387,631,4338,3234,6037,5228,7371,7394,2787
0.11921,2033,611,7671,8597,5328,5543,1135,2078,5067,2719,8746,7657,7337,3100,3908
0.078257,5837,9365,271,9323,3000,1163,4942,1752,5865,5937,8432,1269,21,8332,6880
0.19458,3494,4615,5718,432,7285,8173,5839,8266,3945,5899,7983,4462,5223,4000,9524
0.20675,130,589,5844,396,6643,8586,3912,482,3195,3980,4252,808,74,1036,1949
0.11448,3903,6265,849,9214,4118,5460,8858,4860,2624,513,5656,8229,7701,5324,6443
0.10268,6175,9041,4894,1716,5687,1686,7320,3511,6744,2480,7693,6856,6585,5962,3616
0.11926,2266,2515,8395,1306,8890,8026,6170,5103,1800,1636,65,4243,216,9237,5383
0.049637,7740,4366,4931,6899,8948,4936,3123,2022,1899,6558,5604,4468,2392,2070,468
0.11481,3279,1364,1766,8941,2453,9046,6609,8738,1713,2280,6001,650,4123,3748,7788
0.11516,6245,9030,8759,3876,1446,839,2027,9637,5581,2528,7850,870,2294,9244,375
0.0618,7217,3057,9122,5794,2948,8868,3547,9267,8032,5112,8209,6952,6360,7509,6577
0.08157,1646,2043,7499,3197,9376,2183,7517,9423,764,9127,2378,1576,7884,6698,5303
0.12055,3508,5046,6593,8810,685,3697,6298,1322,4123,3805,703,6417,5245,5256,1127
0.036702,7529,4857,9863,4293,7744,3827,9539,3276,7486,4245,4639,8496,668,9797,9469
0.02341,9008,6336,1272,3340,6971,8514,3913,1213,3759,2607,6170,3679,7856,7223,9881
0.06644,5386,413,7027,944,1013,5453,862,3797,4740,9786,6571,3500,4868,683,870
0.082326,7287,8960,5635,9929,790,5781,8411,3267,1937,4578,3260,6861,1338,2543,998
0.092379,6974,7042,9110,7389,5744,1498,8399,1613,5529,654,6006,7881,7000,8661,8238
0.038912,4096,35,8,4348,212,7006,2970,7766,1864,7554,9420,9964,820,9874,9781
0.076279,4420,5382,3228,2679,9703,9265,7899,3171,3131,681,6086,1999,7493,2957,9029
0.17341,1139,2415,8624,3818,1870,7027,3147,5489,2981,1519,8028,8753,6070,9082,4437
0.083938,9069,7452,9697,4071,1686,7696,2118,1850,7661,6271,8131,573,3465,764,2082
0.16083,3459,3464,5855,4475,5046,8597,5922,4583,8589,1996,9583,2572,6406,8208,6600
0.096979,6518,5483,4398,7568,2767,4139,1979,765,7169,3448,9836,6669,5605,5534,3278
0.20129,1088,4498,9810,2270,2260,8370,6877,6550,6436,8132,98,5256,5284,8333,4862
0.041743,6957,1734,2163,725,4227,3752,9594,314,5888,9323,4346,2252,1915,9658,1593
0.25451,2107,4779,4777,9954,2828,7877,4914,4544,329,2576,2558,2325,7428,8634,9659
