0.07665,716,408,720,534,161,788,137,280,16,128,289,128,769,889,713
0.12007,155,1,787,660,590,421,515,703,598,287,232,56,347,80,243
0.079608,808,861,673,749,993,402,467,485,655,414,251,934,956,257,586
0.029625,966,383,487,874,217,812,884,79,388,132,16,43,57,467,918
0.086782,748,569,347,469,551,87,678,141,33,531,187,65,821,867,572
0.15083,314,75,441,15,111,878,360,342,658,5,470,358,34,362,10
0.036195,997,980,426,772,857,8,224,7,518,86,764,104,296,875,832
0.065937,765,295,609,106,345,240,456,880,372,3,917,240,583,679,56
0.19707,134,88,62,467,445,977,455,813,41,434,704,507,193,987,362
0.080067,887,834,59,369,822,395,626,935,245,184,24,436,921,115,370
0.05798,651,392,882,598,555,126,422,840,116,965,180,391,586,597,613
0.23226,274,314,400,804,223,529,342,403,290,317,337,464,674,39,8
0.28277,53,208,328,979,665,363,949,42,696,872,639,859,79,99,389
0.14012,853,889,801,594,955,939,615,882,943,797,342,855,541,601,286
0.41931,406,836,594,559,513,960,581,41,258,848,840,866,866,877,203
0.16329,322,218,29,128,987,219,776,356,251,802,460,818,566,1000,97
0.13098,750,603,867,361,533,880,192,21,184,90,467,629,365,878,529
0.089808,684,341,621,686,738,324,133,670,834,728,644,495,570,193,208
0.22132,167,349,466,381,865,131,617,143,662,539,962,546,169,599,456
0.082602,427,25,991,298,366,6,162,388,380,944,871,12,275,744,379
0.067318,740,690,843,544,22,630,410,693,243,245,823,489,366,786,649
0.079025,649,166,420,254,602,333,691,380,24,151,552,720,514,385,654
0.24,487,894,717,947,234,729,333,296,913,118,153,293,687,424,702
0.097853,417,82,502,727,84,945,710,718,966,8,546,487,85,373,574
0.088684,847,823,835,185,446,819,950,536,146,424,944,819,997,183,288
0.075232,687,305,781,377,509,879,186,688,604,439,945,901,418,103,335
0.08743,641,578,135,826,866,3,834,222,907,6,720,463,404,68,518
0.14797,823,955,182,733,439,265,199,694,837,818,705,645,341,169,268
0.089943,656,337,868,719,592,644,341,631,190,111,212,437,830,189,318
0.067329,673,238,310,76,704,720,779,439,893,176,727,115,448,573,988
0.20631,208,104,880,498,712,446,680,787,419,202,357,989,826,530,315
0.36138,77,465,93,625,139,111,785,10,252,605,97,564,601,976,194
0.21496,232,421,23,537,999,321,820,585,267,362,868,959,392,137,871
0.080401,764,800,771,816,364,423,9,654,26,627,182,760,284,632,280
0.28548,573,843,681,294,888,988,962,39,584,447,463,916,336,752,316
0.17249,841,972,322,42,449,371,915,965,535,34,594,658,947,235,412
0.063206,767,333,295,753,159,652,127,890,155,29,542,344,788,602,945
0.026549,981,814,833,808,541,195,631,165,101,187,541,617,179,532,776
0.054909,924,915,367,499,635,777,345,378,344,73,268,711,446,515,500
0.34032,101,121,959,360,580,985,893,144,856,526,529,412,595,22,347
0.344,67,203,956,445,680,18,346,695,242,1,576,694,26,49,825
0.066949,724,637,772,247,826,93,914,613,406,562,445,253,90,801,652
0.19138,483,688,196,552,722,279,152,215,235,204,280,51,158,499,197
0.057789,759,174,372,412,583,148,187,771,776,193,978,499,533,819,244
0.14286,237,43,992,661,7,436,153,995,100,433,136,538,488,89,971
0.16292,535,628,940,85,38,174,863,206,193,902,518,633,886,486,994
0.12921,730,514,821,405,273,832,183,621,882,579,980,351,260,615,426
0.038212,957,921,965,986,801,461,720,544,741,774,464,845,4,474,174
0.11952,622,353,496,131,900,635,268,36,383,714,709,963,460,383,350
0.10652,869,918,551,383,632,781,911,122,734,411,282,9,516,224,479
0.12614,795,475,362,517,375,995,928,19,349,291,71,393,316,205,522
0.19709,222,161,800,420,143,910,213,702,318,674,86,185,942,341,884
0.048119,871,382,604,969,849,391,623,736,283,508,162,579,339,539,391
0.038662,934,646,670,668,114,930,994,839,223,875,797,933,431,770,804
0.13383,477,209,51,77,556,35,885,107,65,950,260,621,229,589,860
